Artist_Albums_Number,Artist_Albums_Tracks_Number,Artist_Appearances_Number,Artist_Appearances_Tracks_Number,Artist_Compilations_Number,Artist_Compilations_Tracks_Number,Artist_Follower,Artist_ID,Artist_Popularity,Artist_Singles_Number,Artist_Singles_Tracks_Number,Genre,Release_Date,Streams,Track_Artist,Track_Duration_ms,Track_ID,Track_Popularity,Track_Title,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,commentCount,dislikeCount,likeCount,video_ID,viewsCount,Charts
1,14,0,0,0,0,11202,3pVfscwg2QxhdHtk966inb,74,5,5,Hip Hop,2019-09-27,37174111,The Cratez,158060,0WFgtxiLNr99YaoSdYR3Ud,72,Honda Civic,"0,282","0,704","0,782","0,00769",1,"0,0759","-5,471",0,"0,164","93,35",4,"0,346",9026,9063,305122,sqIwwV1bYaM,22746704,1
6,76,15,154,0,0,616932,3pjq2pDV9RR6VY55wBjVnp,74,24,24,Hip Hop,2019-05-31,10391146,Dardan,203000,6kpOQJOBX0TjGkJk7oX7Pw,56,a miLLy,"0,0818","0,791","0,785","0,00000145",1,"0,143","-4,214",0,"0,0445","120,025",4,"0,643",7887,8116,217758,e7BMWkbzqJ8,26079060,1
4,67,48,692,0,0,794195,13bDjug9N0pyv3ZUINjkDV,77,14,14,Hip Hop,2018-08-24,3747274,Bausa,153188,3yhaXZury9ZUpfXvdvuWiB,60,Vagabund,"0,224","0,894","0,557","0,000587",2,"0,0812","-7,655",1,"0,0536","102,94",4,"0,651",4952,16839,137822,o337Ne80ePU,15732985,1
2,21,3,36,0,0,79959,5tHiL8SKSaZGMBUPIiSmX4,71,18,49,Hip Hop,2018-10-19,31682368,KitschKrieg,195290,4Nip6oiJU24LqcUEi7u19S,68,"Standard (feat. Trettmann, Gringo, Ufo361 & Gzuz)","0,146","0,826","0,76",0,1,"0,155","-6,591",1,"0,187","88,999",4,"0,875",22189,20734,498723,Sou-nPU6VK4,47902229,1
10,269,10,124,0,0,508416,1EfwyuCzDQpCslZc8C9gkG,71,13,21,Hip Hop,2019-03-01,139875,SDP,254643,5ZCZ3lDSXCS6qBD2k3DQyK,51,Das Lied,"0,131","0,746","0,777",0,2,"0,0936","-4,932",1,"0,0394","110,042",4,"0,723",1261,1526,39110,PGEpUuloh44,2558211,1
11,254,60,941,1,13,1430435,4lDiJcOJ2GLCK6p9q5BgfK,77,10,18,Hip Hop,2019-01-18,6809232,Kontra K,194307,3OgD9c7c6GhEWUK660Ezbr,6,Warnung,"0,0453","0,718","0,79",0,6,"0,0739","-4,861",0,"0,129","151,072",4,"0,605",12284,7028,290114,LAWxZ91MJrs,26173939,1
7,194,61,990,0,0,938716,5p7mWeX4RlvqBCxylfiXdE,73,9,19,Hip Hop,2019-04-19,792228,KC Rebell,172658,4QGrS3tjBmRhD9Bxpq8Va0,45,Neureich,"0,0215","0,9","0,631",0,11,"0,225","-7,061",1,"0,317","148,015",4,"0,682",115,154,5132,cYQ0WQ_g0ZQ,558927,1
3,63,35,640,0,0,320176,5y9wg9qkGBl0n9v9RzaPKu,72,21,24,Hip Hop,2019-01-04,19349268,Capo,317902,3TMW1GOB1lsmvf8er2dE8g,67,Lambo Diablo GT (feat. Nimo & Juju) - Remix,"0,445","0,722","0,731","0,00000619",11,"0,15","-7,461",0,"0,0702","114,997",4,"0,539",3311,3204,85621,RLrQz_GsN0M,8452841,1
8,134,12,239,0,0,642036,5j21TGkrNEAJe3gG9VlS34,74,7,7,Hip Hop,2019-07-12,11967790,Shindy,173220,2e3bkN2QCScPUnUQiA9ZA4,64,Affalterbach,"0,0135","0,821","0,676",0,6,"0,384","-4,663",1,"0,329","115,926",5,"0,766",27865,21728,353836,XINBvGAaowI,22327606,1
6,98,32,328,0,0,582385,3CJKkU0XuElRT1z8rEtIYg,79,22,22,Hip Hop,2019-08-15,5666878,Luciano,202346,7HRuk2l86d8mgdmjhq4ypo,55,Yeah,"0,0733","0,898","0,48","0,00017",10,"0,141","-7,964",1,"0,243","83,001",4,"0,479",4649,3603,160482,s9nxlfS-RCs,5949258,1
1,28,3,63,0,0,330201,4A7HeXSd4HtQuf6IR5XZ1b,67,9,9,Hip Hop,2019-11-29,3109155,Fero47,213320,4qO9PCGfllezWOALSpDs52,64,Désolé,"0,113","0,735","0,675","0,0000475",1,"0,0791","-6,135",0,"0,0697","109,994",4,"0,458",7703,7750,133353,_KYNdK_Fow0,6823897,1
2,76,10,109,0,0,60933,5sRQkVexJlax2iISuqL8cV,64,22,26,Hip Hop,2020-01-31,70040,Kalazh44,128000,0Vrj1NAQYaoSBYU5glnaKZ,54,Stadt,"0,194","0,745","0,498",0,7,"0,136","-7,906",0,"0,329","145,058",4,"0,441",49,38,1420,BDlJxtcYsm0,58706,1
4,86,44,606,0,0,895718,3ZuBEj9ppJe8GSdKaMTfMN,80,27,27,Hip Hop,2019-12-19,205993,Nimo,230400,0jASP7JV6Jj6EvheoTJnQh,56,SOMMER 19,"0,386","0,706","0,879","0,000206",10,"0,136","-5,148",0,"0,0416","100,028",4,"0,498",97,133,5794,DC_XT08cR4c,803745,1
4,81,21,375,0,0,111263,0pOruKWwgyqSLZhn4Xovs9,65,32,40,Hip Hop,2019-04-26,21752156,Ardian Bujupi,206053,3ld409h4DdrdPJzEdeU1WS,59,Wie im Traum,"0,292","0,82","0,734",0,5,"0,341","-5,724",0,"0,137","101,048",4,"0,474",12823,10103,255563,fo8J5mnbYbw,14314130,1
5,66,24,273,0,0,559237,3GBBxBdoolb0B5YizZq9bF,74,22,26,Hip Hop,2020-02-20,700201,Eno,177040,2LyG4XgcCVljU2BZpRpxYX,52,Kommunikation,"0,237","0,771","0,731","0,0000348",3,"0,217","-5,387",0,"0,0534","76,98",4,"0,844",6395,8956,146942,crFk2F9OEBw,5497255,1
8,236,105,643,0,0,700283,2Z9KL8Zmqx5Sg3cd7Fldhl,70,29,30,Hip Hop,2019-08-15,3299955,Olexesh,148092,7dfX94uT7fbMPzgZ6ZpXub,46,9mm Bang,"0,367","0,69","0,53","0,0000883",1,"0,105","-8,545",1,"0,436","138,067",5,"0,525",836,1029,30695,szKmN70Duys,1120386,1
0,0,1,17,0,0,112410,325L7kby6bkG5qSXXAFEWM,75,13,13,Hip Hop,2020-01-30,19092476,Joker Bra,148125,1V7JaMp11LKGwKiVmSetf0,83,Baby,"0,166","0,771","0,921","0,000211",1,"0,119","-4,228",0,"0,109","128,021",4,"0,56",23990,37511,357143,KxT7l6ioH4c,12695607,1
12,204,100,1075,0,0,664733,2JwyRtuXf2l6sTnSnGVIa1,73,25,38,Hip Hop,2019-06-28,454237,Farid Bang,207280,3Ywc4fhNqq1BZRHZbnvHqX,49,"Maghreb Gang (feat. French Montana, Khaled & HAMZA) - Saucegod Remix","0,036","0,752","0,59",0,8,"0,176","-5,299",1,"0,159","99,933",4,"0,387",181,110,2887,HA8VLBrDm6Q,241585,1
21,397,103,809,0,0,1102247,0Dvx6p8JDyzeOPGmaCIH1L,83,36,58,Hip Hop,2017-08-25,90708,RAF Camora,203104,7y5chiQbuvviOYUfUmOPqo,61,Primo,"0,358","0,748","0,754","0,000189",6,"0,138","-6,479",1,"0,157","119,989",4,"0,487",11141,14073,343947,rsrDYTEicq8,58387512,1
2,21,6,136,0,0,86979,4sVieJlKgpZ2k9ESNS5IdN,75,13,13,Hip Hop,2019-03-01,628699,Jamule,179200,7byV9vmGlhVs8Pk1uSw6C0,59,NBA,"0,223","0,813","0,728","0,0000608",0,"0,199","-6,081",1,"0,0453","141,941",4,"0,794",2603,1704,73494,3h1t308-u2Q,4315508,1
3,41,11,97,0,0,974151,39KEQQAG9JhIt71g9NEVhh,73,18,23,Hip Hop,2019-03-08,913959,Azet,176502,0zhIsKJiASrRn0k3kRLnAj,44,Ghetto,"0,0666","0,57","0,753","0,0000375",7,"0,0942","-5,466",0,"0,0855","90,107",4,"0,444",34,28,1329,5v3LKD3sUjE,205926,1
7,153,13,238,0,0,142880,0t9IVyFGzH79wIFfhEXddQ,72,14,19,Hip Hop,2019-12-05,15704783,Kianush,171355,3Dkfcd3DbXGVmM05KCRuFA,73,CASINO ROYAL,"0,345","0,754","0,68",0,0,"0,153","-6,331",0,"0,224","118,008",4,"0,499",3682,1529,74406,c7hHeKgBtOs,3497659,1
2,29,7,165,0,0,134509,1ZyqnbV7Brg5LgyS4EZCUD,72,19,41,Hip Hop,2018-12-14,298584,FiNCH ASOZiAL,206944,4Gq7MQyUxW3C7iGWooMffP,55,Abfahrt,"0,0255","0,638","0,98","0,000182",7,"0,171","-4,149",1,"0,171","163,932",4,"0,219",11768,15861,287243,bfVK9z7BlUM,20418544,1
2,36,15,165,0,0,632341,1XKjtpH5P81gpOXDB91IEB,71,16,21,Hip Hop,2019-05-03,846615,Miami Yacine,146427,5FMZ64ifr2QPhkQwwgBmXV,39,Paul Castellano,"0,161","0,945","0,835","0,000285",4,"0,636","-6,822",0,"0,244","115,034",4,"0,367",10,8,475,GyAeWqTHDCY,25302,1
5,71,53,892,0,0,888054,5eioJDe26lOqkAMbuhzZYs,82,6,10,Hip Hop,2020-02-13,1039653,Gzuz,159209,4rqMsKk1nEjL275UH7qGMp,65,Nie erwartet,"0,0539","0,671","0,748","0,0000018",9,"0,102","-6,47",0,"0,29","96,29",4,"0,192",157,80,5231,uYtvhj4p0dc,362577,1
1,9,8,531,0,0,638804,4rTv3Ejc7hKMtmoBOK1B4T,85,13,17,Hip Hop,2020-01-24,9127841,Ali Gatie,193667,3cqPu20DGTGUoZtbJH2Dmi,85,What If I Told You That I Love You,"0,63","0,605","0,365","0,00000683",7,"0,0554","-11,144",1,"0,111","84,628",4,"0,224",5760,277,70455,NKzd_YiW9AQ,760663,1
0,0,0,0,0,0,23698,5PLCJ2Wlc2BV0d4gCYdRTc,54,2,2,Hip Hop,2019-10-25,158733,Mika,156520,6r91namk2FtYkssbTKflOV,45,Bandolero,"0,283","0,715","0,691","0,00000121",5,"0,0986","-4,368",0,"0,163","95,833",4,"0,212",602,763,17366,bdE9zUxraWc,287084,1
4,100,24,456,0,0,333703,3IrUyDPQlQFcB5lMWhPml2,68,5,7,Hip Hop,2019-11-28,1780295,SSIO,168986,1WgXlsix17eHKWHAIdFGJ3,54,HULI,"0,0178","0,611","0,867",0,5,"0,187","-4,678",0,"0,168","154,124",4,"0,476",4383,2908,125323,9lnqWJeRMRI,3274655,1
19,387,170,1286,3,64,33281605,7dGJo4pcD2V6oG8kP0tJRR,98,23,39,Hip Hop,2020-01-17,762313,Eminem,194706,7Dj2wqPYXfSRFwa6qyOztr,78,In Too Deep,"0,0387","0,72","0,767",0,10,"0,202","-5,839",0,"0,214","88,966",4,"0,595",882,399,22179,cmxdavhOg0Q,1865363,1
0,0,1,8,0,0,38494,0UwDgULqasKVT9gjTZsmIn,62,7,11,Hip Hop,2019-10-23,1807907,EREN CAN,148092,1mxY118u7XQES27AfAzPuY,55,Ist Okay,"0,0617","0,816","0,661",0,8,"0,0918","-5,952",0,"0,0559","104,022",4,"0,557",3405,3009,69099,i9EX2BRRQXs,2706776,1
1,13,0,0,0,0,169636,5D9gbPVm2Y7DcPbqG0ueS9,60,9,9,Hip Hop,2020-01-17,1621520,Sero El Mero,171624,1YS7dWM0aH2yA52d2hf4JY,63,Babble la bab,"0,106","0,878","0,836","0,000247",2,"0,122","-4,807",1,"0,209","140,096",4,"0,326",8291,21841,116537,0ycsHGOqN5w,3267891,1
17,379,36,744,1,15,987179,3c96G4d2lUOxhomM2mby5S,72,18,23,Hip Hop,2019-12-20,113123,Bushido,148866,58hnus5ZtuKk94xJeleiZE,46,Sternstaub,"0,156","0,611","0,834",0,0,"0,159","-5,134",1,"0,357","193,779",4,"0,718",278,111,2506,XuisrgNzBws,1076716,1
2,30,17,295,0,0,72233,10XY9PZCJKzUFzZOdtlQLU,70,9,20,Hip Hop,2019-06-27,248662,LX,197819,55tfVeSqRDTLAFKjONxlq0,42,Glas für Glas,"0,203","0,585","0,705",0,1,"0,122","-5,219",1,"0,441","117,528",5,"0,396",49,67,2577,pg7DeD8FavI,266686,1
5,116,16,286,0,0,216135,5oWFxbBrbk2Mw86PLUg3OZ,66,10,10,Hip Hop,2019-05-03,2198932,18 Karat,164320,27gLwOU9v0yUwVB5c7nPWB,40,FMFL 3.0,"0,126","0,844","0,754",0,1,"0,181","-3,699",1,"0,262","95,049",4,"0,738",3554,1186,60708,juHxy9zioCY,2681021,1
6,84,36,824,0,0,612819,4VuARVJiWGsH2msKTdsKdQ,72,21,28,Hip Hop,2019-06-07,3454962,Veysel,178708,0Jsk2j8PiNWMQN1EymsLAU,46,Michel Vaillant,"0,0908","0,852","0,772","0,00000267",2,"0,0729","-4,819",1,"0,0836","101,06",4,"0,391",291,305,10209,yhcygzJJqqg,1102049,1
0,0,0,0,0,0,36759,60uPSVM3svOL8kZ3Wkb3Zw,66,17,31,Hip Hop,2020-01-31,74229,Monet192,180348,1x0Ek0ModopRyvrIKDfCsw,55,Diamonds,"0,0363","0,599","0,623",0,4,"0,136","-6,837",0,"0,029","96,935",4,"0,058",691,116,6663,bNdm2K-LR8Y,386293,1
1,13,3,14,0,0,109671,7l8dcABCTyZKrkskt53Z2u,64,11,14,Hip Hop,2019-10-18,69570,TJ_beastboy,190000,3eAdTRlAYX1Y1F5IOFChOC,51,BLA BLA BLA,"0,0984","0,872","0,816","0,0000385",8,"0,247","-4,604",1,"0,184","123,952",4,"0,352",1639,127,27240,bevBiKOC9Ok,507725,1
3,39,62,494,0,0,1474409,2SrSdSvpminqmStGELCSNd,85,21,27,Hip Hop,2019-07-19,187414,Stormzy,228380,4Hmmt72AbUc68cHloX5HqW,48,Vossi Bop (Remix) [feat. Bausa & Capo],"0,0907","0,86","0,736","0,000793",8,"0,0903","-5,117",1,"0,166","94,001",4,"0,409",472,461,15046,m6Pnnn3D_wA,528293,1
3,85,16,280,0,0,181256,08ao8gzTHBtNf5Laf9jjwR,64,16,16,Hip Hop,2019-05-10,1020601,King Khalil,167790,1BGZaiGDrczjcJzLyd88wn,39,BUNDESWEIT (feat. Fler),"0,208","0,877","0,796","0,00000188",1,"0,114","-5,233",1,"0,09","86,009",4,"0,424",6810,6657,50406,puX9JEbWR1U,1938870,1
1,13,5,67,0,0,280465,4Gso3d4CscCijv0lmajZWs,84,14,16,Hip Hop,2019-05-29,5013362,Don Toliver,154424,3VyjsVV24RmBIbWJAeUJNu,89,No Idea,"0,558","0,656","0,614","0,000862",6,"0,215","-4,973",0,"0,102","128,038",4,"0,35",20443,7712,821474,_r-nPqWGG6c,40307096,1
4,73,7,105,0,0,449515,0wwDZj4zgZORjTGhTujAKx,62,28,49,Hip Hop,2019-03-15,2578958,Mert,223280,5Z9SmeVkcCCOzJ9bncQYq5,49,XXLARGE,"0,473","0,829","0,696",0,5,"0,0984","-4,953",1,"0,215","150,004",4,"0,722",5463,7348,96915,1acWMbnxTkE,3594790,1
0,0,6,51,1,15,112465,1pkDzgHvVqC17qYGKfLPpb,73,22,22,Hip Hop,2019-11-08,1415408,Mozzik,186419,2VeoBANCF46rPSncAZrmgV,60,Dhelper Dinake,"0,103","0,527","0,86","0,00000151",5,"0,0657","-4,013",0,"0,27","109,912",4,"0,442",10996,10980,169922,H4dI-eXVf3k,20381684,1
207,777,1395,1454,3,60,57006,7wNkISK49lKeXuRaZcQVFe,57,21,72,Classic,2013,,Ralph Vaughan Williams,935360,2kAgCRZPG3YQR2VMqRvLmb,60,The Lark Ascending,"0,902","0,0811","0,0122","0,308",4,"0,0648","-32,654",0,"0,0511","74,554",4,"0,0384",3461,1062,34233,ZR2JlDnT2l8,6200164,0
1229,2466,0,0,28,1164,480776,1QL7yTHrdahRMpvNtn6rI2,69,56,69,Classic,2002,,George Frideric Handel,207266,1upQiytDIEZfl9ItruoXuC,65,"Handel / Orch. Hale: Keyboard Suite in D Minor, HWV 437: III. Sarabande","0,927","0,204","0,0331","0,825",2,"0,0954","-24,044",0,"0,0487","116,2",3,"0,0547",2,0,130,XRi0kpWI7tM,5952,0
54,1516,1067,1716,1,15,100228,62TD7509VQIxUe4WpwO0s3,62,5,7,Classic,2008-09-08,,Johann Pachelbel,302093,5x3TUfYzgZIdt0Kaop64ss,10,"Pachelbel: Canon and Gigue in D Major for 3 Violins and Continuo, P. 37: I. Canon (Orchestral Version)","0,748","0,13","0,158","0,924",2,"0,1","-16,132",1,"0,035","85,031",4,"0,0998",0,0,19,FPeTubKCBaw,734,0
656,1150,726,1592,53,1602,870906,1Uff91EOsvd99rtAupatMP,72,42,76,Classic,2018-07-27,,Claude Debussy,294960,1cmigB9I6IRpFqjIbzvSQB,56,"Suite bergamasque, L. 75: 3. Clair de lune","0,993","0,335","0,00501","0,919",1,"0,0618","-33,366",1,"0,0451","132,085",3,"0,0383",7,4,297,5U-SCt8XP5c,22525,0
307,853,1075,1848,11,252,100486,430byzy0c5bPn5opiu0SRd,62,32,108,Classic,1988-08-08,,Edward Elgar,478573,5pjDwtMPly0cNMbuGXhUOI,58,"Cello Concerto in E Minor, Op.85 (1988 Digital Remaster): I. Adagio - Moderato","0,944","0,148","0,0722","0,148",4,"0,115","-25,217",0,"0,0427","87,882",4,"0,0467",3,25,457,sGIwqFpxBXY,32436,0
176,906,1372,1151,5,96,151526,1YuknfkSYTTbolRpwZBOv4,58,30,90,Classic,2012-01-01,,George Gershwin,890000,0yzhOPf0iw2qWwcXRRta5L,52,Rhapsody In Blue,"0,976","0,309","0,258","0,69",9,"0,0924","-15,327",1,"0,0459","74,568",4,"0,115",2252,973,36765,cH2PH0auTUU,4383963,0
97,1756,1407,2010,1,21,17205,1AoIc5YFH0aSFc4mKqBEeB,55,12,12,Classic,2005-01-01,,Jules Massenet,337253,6Uk28Hs2MulezLxMrd1rBD,12,Meditation: Méditation from Thaïs,"0,873","0,205","0,0686","0,402",4,"0,0909","-23,415",0,"0,0462","90,779",1,"0,0359",790,557,20472,7QtGOWemQhY,1952557,0
153,2616,1218,1624,16,557,404426,459INk8vcC0ebEef82WjIK,69,8,10,Classic,2013,,Erik Satie,296480,5fdp9rXfEixCGLM1Og4EN1,57,Gnossienne No. 1,"0,996","0,376","0,00579","0,944",5,"0,0882","-31,615",0,"0,0576","71,827",4,"0,0369",4422,484,63170,PLFVGwGQcB0,6148928,0
908,348,258,2125,19,592,162914,2ANtgfhQkKpsW6EYSDqldz,58,97,207,Classic,1998,,Gustav Mahler,583293,0cqcRqZgkNHanWQ8slYA0v,55,Mahler: Symphony No. 5 in C-Sharp Minor: IV. Adagietto,"0,896","0,0783","0,0523","0,945",5,"0,0806","-23,247",1,"0,0471","82,015",4,"0,0327",8,67,543,wSdXXmrtt9w,43941,0
1108,946,0,0,65,1474,1869527,7y97mc3bZRFXzT2szRM4L4,77,47,122,Classic,2000,,Frédéric Chopin,259493,2MSgFefjK0T7Iwjvr3OKqV,61,"Chopin: Nocturne No. 20 in C-Sharp Minor, Op. Posth.","0,992","0,225","0,0047","0,881",1,"0,0722","-30,928",0,"0,0509","163,665",4,"0,186",5758,4191,217773,_hyAOYMUVDs,30250920,0
39,386,52,1358,0,0,42743,7MEyCD4G0Zl6kmikEAZsym,54,1,1,Classic,1994-09-01,,Jan Garbarek,402493,46tPGzCXCI2oKsemztDA9u,53,Parce Mihi Domine,"0,995","0,193","0,0656","0,829",10,"0,119","-19,239",1,"0,0471","128,975",3,"0,0359",71,28,793,Z_EZBfClFsg,73984,0
325,956,1164,1787,12,188,252693,5goS0v24Fc1ydjCKQRwtjM,60,26,38,Classic,1982-01-01,,Johann Strauss II,707173,0dzl6bBvsIAfHLlTbBObTW,10,"An der schönen blauen Donau, Op.314","0,975","0,233","0,0252","0,604",2,"0,143","-24,824",1,"0,0346","94,736",4,"0,0936",459,316,10302,ENETOpNpIiI,1258175,0
76,717,854,2314,13,203,23883,3eqv9LW7ZXlYWXVFjHS4Mr,53,5,11,Classic,1985-01-01,,Joaquín Rodrigo,689560,0DvLcwb4v0rPmJ8S8R9thy,46,Concierto de Aranjuez for Guitar and Orchestra: 2. Adagio,"0,919","0,293","0,0382","0,915",11,"0,097","-21,783",0,"0,0413","110,257",3,"0,0549",383,176,7046,Et6cmagw_t4,744206,0
696,705,802,1331,11,290,108394,2LmyJyCF5V1eQyvHgJNbTn,66,25,53,Classic,2013-01-01,,Leonard Bernstein,253440,7MdenBcztjoBdJUvFxBFeX,7,Overture Candide,"0,824","0,298","0,346","0,694",3,"0,295","-15,465",1,"0,0416","78,989",4,"0,482",1193,219,10663,422-yb8TXj8,2438685,0
355,963,1055,1450,22,512,267368,17hR0sYHpx7VYTMRfFUOmY,63,36,72,Classic,2016-01-15,,Maurice Ravel,346586,3MRQn2RYo2VLYMoStnLRxu,59,"Ravel: Pavane pour une infante défunte, M. 19","0,994","0,491","0,0176","0,927",4,"0,0985","-26,911",0,"0,0644","125,793",3,"0,0901",0,4,105,3st6qrJGGJM,18716,0
1262,823,0,0,31,874,634072,2p0UyoPfYfI76PCStuXfOP,67,97,81,Classic,1997-01-01,,Franz Schubert,906000,52GmHO5DikTIKc3yBmTTT1,42,"Symphony No.8 in B minor, D.759 - ""Unfinished"": 1. Allegro moderato","0,901","0,1","0,0354","0,865",11,"0,125","-17,211",0,"0,0387","73,968",4,"0,0428",0,1,38,08lTTHHdmAg,4345,0
111,824,409,2023,0,0,15359,0WiK9IsQEQEuIQ1iDxvuPg,42,16,96,Classic,2007-11-12,,Johann Nepomuk Hummel,224640,246ntJR3A2s7B5E40FTCLf,48,Hummel: Trumpet Concerto In E Flat - Iii Rondo,"0,98","0,496","0,249","0,934",3,"0,12","-18,131",1,"0,0411","144,239",4,"0,719",1,9,47,paQjDbiEnNU,5609,0
452,1412,930,1274,16,528,238556,0OzxPXyowUEQ532c9AmHUR,65,29,120,Classic,1973-01-01,,Giacomo Puccini,177333,74WjYdm3Lvbwnds4thYPUU,61,"Turandot / Act 3: ""Nessun dorma!""","0,963","0,212","0,301","0,0033",2,"0,13","-12,505",1,"0,0384","84,025",4,"0,0798",377,240,13389,Uau48wh5CeI,1401913,0
47,610,561,1103,1,30,5477,3KpcdlqCaWWruPfmM2rWy1,43,21,41,Classic,1999-01-01,,Paul Dukas,577440,2OHnoGjn6X6kDwzO7Rw0Y9,48,The Sorcerer's Apprentice,"0,797","0,351","0,206","0,255",1,"0,0738","-22,657",1,"0,0597","130,415",4,"0,0839",384,133,5630,U4yH4B9deok,660037,0
126,738,751,1109,5,77,58665,0nJvyjVTb8sAULPYyA1bqU,55,19,58,Classic,1996-01-01,,Aaron Copland,167160,294IzNQIRp4soeVaQhows7,47,Fanfare for the Common Man,"0,983","0,316","0,143","0,931",10,"0,342","-16,399",1,"0,0387","134,093",3,"0,0431",1612,447,12053,4NjssV8UuVA,2393918,0
483,1350,954,1660,14,459,127214,7jzR5qj8vFnSu5JHaXgFEr,58,42,164,Classic,2003-09-01,,Jean Sibelius,337840,3af6PvJHP8XlFMWeuN7bF8,47,"Andante festivo for Strings and Timpani, JS 34b","0,484","0,113","0,161","0,928",7,"0,16","-20,046",1,"0,0442","65,062",4,"0,0365",0,1,8,F4njjYuUMaU,382,0
55,681,982,2418,5,112,20223,34MYamymtmnsmpwbqydd7I,51,2,2,Classic,2005-08-01,,Alexander Borodin,642573,4Dcm4KMuDz0l01weeSpD4J,46,Prince Igor (Knyaz Igor): Act II: Polovtsian Dances - Ulyetay na kril'yahk vyetra (Fly away on the wings of the wind) (version for chorus),"0,922","0,292","0,246","0,525",2,"0,107","-14,96",1,"0,0385","109,766",4,"0,0859",1,0,5,vBV2qsiObI8,299,0
68,932,1153,1371,10,258,67633,4XDJurjQCnWLlE7KLZCT9x,55,11,21,Classic,2010-01-18,,Samuel Barber,537426,1CSaCKPIp2yCIDL3t7Fyau,56,Barber: Adagio for Strings,"0,974","0,102","0,0733","0,859",10,"0,28","-24,133",0,"0,0488","73,954",3,"0,0308",9519,2596,145689,izQsgE0L450,18416255,0
829,713,517,1595,17,381,408268,1385hLNbrnbCJGokfH2ac2,67,109,151,Classic,2011-08-22,,Franz Liszt,293146,2u9VGZmVz7Rm01SfDgzcfA,55,"Liebestraum No. 3 in A-Flat Major, S. 541 / 3","0,987","0,279","0,0292","0,902",8,"0,104","-26,804",1,"0,0406","136,732",3,"0,0338",9,18,350,s9eHeVHyZvE,24612,0
3,51,210,1098,0,0,11794,4EV7a9KODMBPJTCgIl9Bmk,45,1,1,Classic,2006-01-01,,Morten Lauridsen,415800,0S0YKiEdR9cT9pYgEaTevF,49,O Magnum Mysterium: O magnum mysterium,"0,991","0,0623","0,0116","0,445",2,"0,0816","-27,893",1,"0,0567","65,057",3,"0,0331",10,9,261,SigRfACKlC0,18750,0
165,945,1384,1799,2,11,59612,2kXJ68O899XvWOBdpzlXgs,52,13,42,Classic,1999-02-01,,Nikolai Rimsky-Korsakov,200360,04eShjKTWijeJJqGnhxpYK,47,Scheherazade: The Tale of the Kalendar Prince,"0,962","0,151","0,0639","0,603",11,"0,466","-24,404",0,"0,0439","61,577",3,"0,0797",1,3,121,SFNYxVZGrI0,5787,0
126,780,1455,1035,0,0,22172,1C3sffOOvQNUwg4YIsvKqy,51,14,58,Classic,2012-01-06,,César Franck,364093,0xX7kREWmOGBWzYNcpZwRN,53,"Violin Sonata in A Major, FWV 8: Allegretto poco mosso","0,958","0,25","0,135","0,0349",9,"0,0477","-18,615",1,"0,0488","94,404",4,"0,179",7,1,89,wLhQhRc9mZk,5800,0
83,670,778,2010,1,18,30513,5WIoytpqi3VWoFSHnl49in,51,9,26,Classic,1993,,Aram Khachaturian,592040,2nVt0n0aSj3AwZjakMvDHX,44,Khachaturian: Spartacus Suite No. 2: I. Adagio of Spartacus and Phrygia,"0,807","0,165","0,106","0,782",8,"0,105","-21,742",1,"0,039","105,651",3,"0,0336",2,7,150,ieuVr1-jWwc,9150,0
21,313,120,1298,1,33,36695,1q1wfzh2xtpj27TnIAqIvd,64,8,8,Classic,1995,,Karl Jenkins,237413,54CAG8n70kKVbFV6l1zF4G,59,Adiemus,"0,804","0,295","0,408","0,148",4,"0,165","-16,632",0,"0,0693","150,454",3,"0,164",1844,426,24514,UX__4aHwYzM,2920168,0
63,509,148,1006,2,33,137013,1aVONoJ0EM97BB26etc1vo,52,23,49,Classic,1990,,Steve Reich,538800,1YiBEdXvyWL9rupB3Cg4IQ,46,"Different Trains: America, Before the War","0,889","0,398","0,373","0,193",1,"0,121","-14,065",1,"0,0524","106,688",4,"0,61",131,,,JYEwsIW-zsQ,119846,0
79,702,623,1315,3,62,151885,2P6ygesd9xg5DPOBnda2jg,58,7,12,Classic,1999-10-15,,Arvo Pärt,636000,4wudbbceOZKjRlhTtbHvAs,50,Spiegel im Spiegel - Version for Violin and Piano,"0,899","0,177","0,006","0,0000324",5,"0,105","-42,238",1,"0,0383","71,473",3,"0,0382",68,36,847,JxYZu9piR64,37533,0
38,873,130,1540,2,42,432801,2VZNmg4vCnew4Pavo8zDdW,77,31,44,Classic,2014-01-01,,Max Richter,151506,5xbuJuQsTVheVZvX2AJVIv,58,"Recomposed By Max Richter: Vivaldi, The Four Seasons: Spring 1","0,499","0,701","0,341","0,903",1,"0,359","-12,26",0,"0,0418","105,513",3,"0,163",484,183,10783,WaCib0B8T24,1054279,0
238,1081,1250,1674,9,212,124852,2gClsBep1tt1rv1CN210SO,62,19,24,Classic,2019-11-28,,Gabriel Fauré,455466,4QfYHdV8hMoyS9qKUct98q,47,"Elégie in C Minor, Op. 24 (Arr. Parkin)","0,966","0,115","0,0422","0,919",8,"0,0896","-24,137",1,"0,0404","87,855",3,"0,037",43,7,810,MMxgcC4jpts,18753,0
